premise,hypothesis,label,explanation,label_name
two girls look into the water.,The water is outside.,1,It is impossible to determine if the water is inside or outside.,neutral
A woman with a backpack sitting outside a building with others.,A woman is loitering outside of an office space.,1,A woman with a backpack sitting outside a building with others does not imply she is loitering outside of an office space.,neutral
"Two women, one wearing red and one wearing black, playing violins at a concert.",Two women sat in silence at the church.,2,They can't sit in silence and be playing violins.,contradiction
The horse and rider jump a fence.,The jumps over the fence.,0,"When one jumps over a fence, it can be said that they jump a fence.",entailment
A man in sunglasses and a green t-shirt jumps up to hit a volleyball.,A man hits a volleyball.,0,hits a volleyball is a rephrasing of it a volleyball.,entailment
Boy in striped shirt looks at peaceful lake.,Boy is fishing along a peaceful lake.,1,Not every boy by a lake is fishing.,neutral
A group of girls are riding on a roller coaster.,Girls are on a roller coaster.,0,"A group of girls are riding on a roller coaster so sentence true is also true since being ""on"" a roller coaster can be seen as riding it.",entailment
A girl sitting on a trampoline tosses an empty water bottle in the air.,There is a boy standing on a trampoline.,2,A girl and a boy are different genders.,contradiction
A man skateboarding up a ramp.,The man knows how to skateboard.,0,A man knows how to skateboard up a ramp,entailment
a young girl is playing a violin.,A young girl is playing a violin in order to practice for her music class.,1,Sentence 1 does not tell us that the girl is practicing for her music class.,neutral
People Running a Marathon.,A crowd watches the marathon runners pass by.,1,People running a marathon doesn't mean a crowd is watching them.,neutral
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.,A young girl watches her boyfriend compete in a marital arts tournament.,1,It's not apparent they're boyfriend and girlfriend or that there is a tournament.,neutral
A boy scout demonstrating the proper way of handling jar filled with liquid.,A boy demonstrating for a crowd.,1,A boy scout demonstrating the proper way of handling jar filled with liquid does not necessary that he demonstrating for a crowd.,neutral
"A girl is standing on the rails of a boardwalk, fishing.",A girl is fishing.,0,Fishing can be at a boardwalk.,entailment
Children walk past a three story abandoned and shuttered brick building.,The children are outdoors.,0,Children are outside walking past an abandoned building.,entailment
three men sleep on a bench.,Men are sleeping huddled up.,1,Sleeping on a bench does not indicate being huddled up.,neutral
Two dogs bite each other while playing around.,the dog is resting beneath a tree.,2,The dog is singular; two dogs is plural.,contradiction
"A group of people wearing yellow shirts, with one woman wearing an orange tank top, biking on stationary bikes.",A group of people are wearing orange shirts.,2,Most of the group are wearing yellow shirts not orange shirts.,contradiction
A little boy wearing white jumps on the bed.,The little boy is jumping on the bed before going to sleep,0,Not all the boy jump before going to sleep,entailment
African marketplace on a hot summer day.,The marketplace is hot,0,"African marketplace is a form of a marketplace, and summer day implies hot.",entailment
"A young child in a blue shirt and green overalls laughs with their arms up in the air, the table catching their reflection.",Someone is having fun.,1,"Someone is having fun has nothing to do with a young child in particular cloths laughing with his arms in the air, because that someone could be anyone.",neutral
Students in science class using stethoscope to see small objects,They are looking at tiny bacteria.,1,no mention of looking specifically at tiny bacteria,neutral
Young people practice some form of martial arts.,People practice some form of martial arts.,0,"People, speicifcally young, practice martial arts.",entailment
"Three people walking along rocks, going to go fish",Three people are sitting down.,2,Sitting and going are different kind of job.,contradiction
Two men in a kitchen holding an object.,There are men making cupcakes.,1,The object not necessarily be cupcakes,neutral
A musician is playing guitar on stage.,a musician is playing country music,1,There are other types of guitar music besides country.,neutral
"Catcher on the ground, runner making base.",People are playing baseball.,0,If a catcher is on the ground they are playing baseball,entailment
A woman dressed in pink is in a stance with one leg off the ground and one arm in the air.,Nobody is posing.,2,If nobody is posing then the woman could not be in a stance with one leg off the ground and one arm in the air.,contradiction
