explanation,question,answer,system,correct_label,complete_label,ebr_num,split,source
"The relevant information from the text is given, but the answer could be reworded to better address the question, and to acknowledge which information is unavailable",How did the person survive after being buried under the rubble?, The Hong Kong team pulled the survivor out of the rubble and alerted paramedics to move in to assess the casualty. The paramedics reported that the person was breathing with stable vital life signs and only had scratches on their head.,text-davinci-003_few_shot,correct,complete,80.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
We are not told how the survivor survived when they were buried alive. The AI did not correctly identify this.,How did the person survive after being buried under the rubble?, The Hong Kong team pulled the survivor out of the rubble and alerted paramedics to move in to assess the casualty. The paramedics reported that the person was breathing with stable vital life signs and only had scratches on their head.,text-davinci-003_few_shot,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The article does not explain how the person was able to survive. And the answer is completely wrong for the question.,How did the person survive after being buried under the rubble?, The Hong Kong team pulled the survivor out of the rubble and alerted paramedics to move in to assess the casualty. The paramedics reported that the person was breathing with stable vital life signs and only had scratches on their head.,text-davinci-003_few_shot,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
Sentence 2-4 corresponds to the machine response.,How did the person survive after being buried under the rubble?, The Hong Kong team pulled the survivor out of the rubble and alerted paramedics to move in to assess the casualty. The paramedics reported that the person was breathing with stable vital life signs and only had scratches on their head.,text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
Sentence 2-5 confirms the machine response.,How did the person survive after being buried under the rubble?, The Hong Kong team pulled the survivor out of the rubble and alerted paramedics to move in to assess the casualty. The paramedics reported that the person was breathing with stable vital life signs and only had scratches on their head.,text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer is correct and complete.,How did the person survive after being buried under the rubble?,"The person was rescued by the 59-strong Hong Kong team sent on a mercy mission to the ravaged country. Leung made his way out of the wreckage and alerted paramedics to move in to assess the casualty, the first rescued by the team. The team then put the casualty on a spinal board and carried them to safety.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The response is as good as possible given the information in the article,How did the person survive after being buried under the rubble?,"The person was rescued by the 59-strong Hong Kong team sent on a mercy mission to the ravaged country. Leung made his way out of the wreckage and alerted paramedics to move in to assess the casualty, the first rescued by the team. The team then put the casualty on a spinal board and carried them to safety.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
This is as much information as can be taken from the article,How did the person survive after being buried under the rubble?,"The person was rescued by the 59-strong Hong Kong team sent on a mercy mission to the ravaged country. Leung made his way out of the wreckage and alerted paramedics to move in to assess the casualty, the first rescued by the team. The team then put the casualty on a spinal board and carried them to safety.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
We are not told how the survivor survived being trapped.,How did the person survive after being buried under the rubble?,"The person was rescued by the 59-strong Hong Kong team sent on a mercy mission to the ravaged country. Leung made his way out of the wreckage and alerted paramedics to move in to assess the casualty, the first rescued by the team. The team then put the casualty on a spinal board and carried them to safety.",text-davinci-003_zero_shot,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
This machine response is marked as correct and mentioning all relevant information from the document.,How did the person survive after being buried under the rubble?,"The person was rescued by the 59-strong Hong Kong team sent on a mercy mission to the ravaged country. Leung made his way out of the wreckage and alerted paramedics to move in to assess the casualty, the first rescued by the team. The team then put the casualty on a spinal board and carried them to safety.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The article did not state how long the protest had been going on.,How long have the protests been going on?, The protests started on the day of the budget announcement.,davinci,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
"The answer should have at least pointed out that the tax imposition was ""last week"" as of the time of publication",How long have the protests been going on?, The protests started on the day of the budget announcement.,davinci,correct,missing_minor,50.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer is correct and complete.,How long have the protests been going on?, The protests started on the day of the budget announcement.,davinci,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
"The document fails to state when the protests began, making the question not answerable.",How long have the protests been going on?, The protests started on the day of the budget announcement.,davinci,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
"As per sentence 1, the protest was on Monday and the state budget was last week. So the response is incorrect.",How long have the protests been going on?, The protests started on the day of the budget announcement.,davinci,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
"There is no explicit answer available in the document, but we can reasonably assume that the protests have been going on at least since a tax was passed one week prior to publication",How long have the protests been going on?,The article does not provide an exact duration for the protests.,gpt4,irrelevant,missing_minor,40.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The exact duration of the protest is not stated in the article.,How long have the protests been going on?,The article does not provide an exact duration for the protests.,gpt4,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
